Rank,Feature,Importance
1,mout_mtq_3_dev_10,0.018251
2,mout_mtq_2_dev_10,0.017322
3,Bout_magn_1_std_10,0.016639
4,Bout_magn_3_std_10,0.015164
5,Bout_magn_2_var_10,0.013615
6,Bout_magn_3_var_10,0.013129
7,mout_mtq_1_dev_10,0.013086
8,Bout_magn_2_std_10,0.012997
9,mout_mtq_3,0.012589
10,mout_mtq_2,0.011958
11,mout_mtq_1,0.011687
12,Bout_magn_1_var_10,0.011494
13,Bout_magn_2_range_10,0.011117
14,Vout_ss_2_dev_10,0.010354
15,Vout_ss_5_dev_10,0.010153
16,mout_mtq_1_delta,0.010103
17,Vout_ss_6_dev_10,0.010021
18,Bout_magn_3_range_10,0.009711
19,Vout_ss_4_dev_10,0.009684
20,Bout_magn_1_kurt_10,0.009619
21,mout_mtq_3_delta,0.009380
22,Bout_magn_1_range_10,0.008979
23,Vout_ss_1_dev_10,0.008594
24,Bout_magn_3_kurt_10,0.008525
25,Vout_ss_5,0.008464
26,Vout_ss_3_dev_10,0.008105
27,mout_mtq_2_mean_10,0.007715
28,Vout_ss_6,0.007695
29,Vout_ss_4_delta,0.007683
30,Vout_ss_3,0.007502
31,Bout_magn_1_dev_10,0.007377
32,Bout_magn_2_dev_10,0.007316
33,Vout_ss_1_delta,0.007168
34,Vout_ss_4,0.007056
35,wout_gyro_2_std_10,0.006988
36,mout_mtq_1_mean_10,0.006906
37,wout_gyro_2_range_10,0.006898
38,wout_gyro_3_var_10,0.006862
39,Vout_ss_3_min_10,0.006793
40,Vout_ss_1,0.006658
41,Vout_ss_5_delta,0.006655
42,Vout_ss_6_delta,0.006540
43,mout_mtq_1_min_10,0.006484
44,Bout_magn_2_kurt_10,0.006479
45,Vout_ss_2,0.006462
46,Vout_ss_3_delta,0.006335
47,wout_gyro_1_var_10,0.006320
48,mout_mtq_1_max_10,0.006229
49,mout_mtq_3_max_10,0.006107
50,mout_mtq_1_median_10,0.006091
51,mout_mtq_3_mean_10,0.006052
52,wout_gyro_2_var_10,0.005984
53,mout_mtq_2_delta,0.005831
54,wout_gyro_3,0.005725
55,Vout_ss_4_min_10,0.005637
56,wout_gyro_3_range_10,0.005637
57,Vout_ss_2_delta,0.005537
58,mout_mtq_3_median_10,0.005476
59,mout_mtq_2_std_10,0.005474
60,wout_gyro_2,0.005446
61,Vout_ss_6_max_10,0.005362
62,wout_gyro_1_range_10,0.005305
63,mout_mtq_1_var_10,0.005285
64,mout_mtq_3_min_10,0.005257
65,mout_mtq_2_range_10,0.005239
66,wout_gyro_3_dev_10,0.005191
67,Vout_ss_3_std_10,0.005163
68,Vout_ss_2_median_10,0.005118
69,wout_gyro_1_std_10,0.005091
70,Vout_ss_3_mean_10,0.005071
71,mout_mtq_2_max_10,0.005053
72,wout_gyro_1_dev_10,0.005020
73,wout_gyro_1,0.004975
74,Bout_magn_3_dev_10,0.004930
75,wout_gyro_3_min_10,0.004886
76,Vout_ss_2_mean_10,0.004885
77,wout_gyro_3_mean_10,0.004877
78,Vout_ss_4_var_10,0.004855
79,Vout_ss_3_var_10,0.004825
80,wout_gyro_2_dev_10,0.004792
81,mout_mtq_3_range_10,0.004781
82,wout_gyro_2_max_10,0.004729
83,Vout_ss_6_mean_10,0.004665
84,Vout_ss_6_min_10,0.004646
85,wout_gyro_3_std_10,0.004613
86,Vout_ss_2_var_10,0.004605
87,Vout_ss_2_max_10,0.004594
88,Bout_magn_3_delta,0.004588
89,Vout_ss_2_min_10,0.004549
90,Bout_magn_1_delta,0.004505
91,Vout_ss_5_std_10,0.004492
92,Vout_ss_4_mean_10,0.004455
93,mout_mtq_3_std_10,0.004435
94,Vout_ss_1_var_10,0.004424
95,Vout_ss_4_accel,0.004399
96,Vout_ss_5_range_10,0.004385
97,Vout_ss_4_max_10,0.004377
98,Bout_magn_2_delta,0.004357
99,Bout_magn_3,0.004348
100,Vout_ss_2_std_10,0.004322
101,mout_mtq_1_std_10,0.004262
102,Vout_ss_1_min_10,0.004233
103,Vout_ss_5_min_10,0.004230
104,mout_mtq_2_var_10,0.004199
