Rank,Feature,Importance
105,Vout_ss_1_mean_10,0.004110
106,Vout_ss_5_var_10,0.004105
107,Vout_ss_3_max_10,0.004090
108,Vout_ss_2_range_10,0.004063
109,mout_mtq_2_min_10,0.004051
110,Bout_magn_1,0.004050
111,Vout_ss_1_max_10,0.004034
112,Bout_magn_1_max_10,0.004009
113,Bout_magn_3_min_10,0.004000
114,wout_gyro_3_median_10,0.003991
115,wout_gyro_1_mean_10,0.003966
116,wout_gyro_1_accel,0.003941
117,Vout_ss_1_accel,0.003916
118,mout_mtq_1_range_10,0.003891
119,Vout_ss_6_std_10,0.003889
120,Vout_ss_1_range_10,0.003869
121,Vout_ss_5_mean_10,0.003866
122,wout_gyro_2_min_10,0.003829
123,Vout_ss_4_range_10,0.003826
124,Vout_ss_6_median_10,0.003792
125,Vout_ss_4_std_10,0.003787
126,wout_gyro_3_max_10,0.003768
127,wout_gyro_1_min_10,0.003752
128,wout_gyro_2_median_10,0.003715
129,wout_gyro_1_max_10,0.003687
130,Bout_magn_1_median_10,0.003685
131,Vout_ss_3_range_10,0.003678
132,Bout_magn_2_min_10,0.003667
133,Vout_ss_2_accel,0.003639
134,Bout_magn_2_accel,0.003623
135,Vout_ss_1_std_10,0.003583
136,Bout_magn_1_mean_10,0.003583
137,Vout_ss_1_median_10,0.003580
138,wout_gyro_3_accel,0.003430
139,Bout_magn_3_mean_10,0.003394
140,mout_mtq_3_var_10,0.003378
141,Bout_magn_2_mean_10,0.003367
142,wout_gyro_1_median_10,0.003365
143,Vout_ss_5_median_10,0.003355
144,Vout_ss_6_var_10,0.003342
145,Bout_magn_2_median_10,0.003335
146,Vout_ss_5_kurt_10,0.003303
147,Vout_ss_4_median_10,0.003282
148,mout_mtq_2_median_10,0.003274
149,Vout_ss_4_kurt_10,0.003230
150,Vout_ss_6_range_10,0.003207
151,Bout_magn_1_min_10,0.003175
152,wout_gyro_2_accel,0.003072
153,Vout_ss_3_kurt_10,0.003069
154,Bout_magn_3_max_10,0.003068
155,Bout_magn_2,0.003066
156,wout_gyro_2_delta,0.003043
157,Bout_magn_3_median_10,0.003015
158,wout_gyro_3_delta,0.003010
159,Bout_magn_3_accel,0.003000
160,wout_gyro_2_mean_10,0.002958
161,Bout_magn_1_accel,0.002938
162,Vout_ss_3_median_10,0.002930
163,Bout_magn_2_max_10,0.002899
164,Vout_ss_3_accel,0.002833
165,Vout_ss_2_kurt_10,0.002817
166,Vout_ss_6_accel,0.002778
167,Vout_ss_1_kurt_10,0.002727
168,Vout_ss_5_max_10,0.002673
169,wout_gyro_1_delta,0.002468
170,Vout_ss_6_kurt_10,0.002465
171,Bout_magn_1_skew_10,0.002393
172,Vout_ss_4_skew_10,0.002366
173,wout_gyro_3_kurt_10,0.002281
174,wout_gyro_1_kurt_10,0.002267
175,wout_gyro_2_kurt_10,0.002177
176,Vout_ss_3_skew_10,0.001950
177,Vout_ss_2_skew_10,0.001947
178,Vout_ss_5_accel,0.001901
179,mout_mtq_2_accel,0.001845
180,mout_mtq_1_accel,0.001840
181,Vout_ss_6_skew_10,0.001787
182,mout_mtq_1_kurt_10,0.001787
183,Bout_magn_2_skew_10,0.001756
184,Bout_magn_3_skew_10,0.001647
185,Vout_ss_1_skew_10,0.001635
186,Vout_ss_5_skew_10,0.001605
187,mout_mtq_2_kurt_10,0.001328
188,wout_gyro_1_skew_10,0.001265
189,mout_mtq_1_skew_10,0.001197
190,mout_mtq_3_kurt_10,0.001193
191,wout_gyro_3_skew_10,0.001157
192,wout_gyro_2_skew_10,0.001088
193,mout_mtq_3_skew_10,0.001027
194,mout_mtq_3_accel,0.001027
195,mout_mtq_2_skew_10,0.001007
