Rank,Feature,Importance
1,mout_mtq_3_var_15,0.067871
2,mout_mtq_1_var_15,0.066775
3,mout_mtq_2_var_15,0.065360
4,Vout_ss_6,0.043773
5,mout_mtq_3,0.043257
6,mout_mtq_1,0.039399
7,Vout_ss_4,0.039336
8,mout_mtq_2,0.038757
9,Vout_ss_2,0.038357
10,Bout_magn_2_var_15,0.036124
11,Bout_magn_3_var_15,0.036063
12,Vout_ss_3,0.035667
13,Vout_ss_2_var_15,0.025586
14,Vout_ss_3_var_15,0.024728
15,Vout_ss_6_var_15,0.024671
16,Vout_ss_5_min_15,0.024429
17,Vout_ss_5,0.024367
18,Vout_ss_5_var_15,0.024062
19,wout_gyro_3_var_15,0.023978
20,Vout_ss_1_var_15,0.023325
21,wout_gyro_2_var_15,0.023140
22,Vout_ss_4_var_15,0.017697
23,Vout_ss_1,0.017613
24,Bout_magn_1_var_15,0.016357
25,Vout_ss_1_min_15,0.015029
26,Vout_ss_6_min_15,0.014855
27,mout_mtq_1_mean_15,0.013885
28,Vout_ss_3_min_15,0.012488
29,Vout_ss_2_min_15,0.012003
30,Vout_ss_4_min_15,0.011969
31,mout_mtq_3_min_15,0.007549
32,Vout_ss_4_delta,0.007137
33,wout_gyro_3,0.006649
34,Vout_ss_6_mean_15,0.006503
35,Vout_ss_1_delta,0.006175
36,wout_gyro_1_var_15,0.006168
37,mout_mtq_1_max_15,0.005844
38,Bout_magn_3_delta,0.005751
39,mout_mtq_1_min_15,0.005093
40,Vout_ss_5_delta,0.004218
41,mout_mtq_2_min_15,0.004138
42,wout_gyro_2,0.004065
43,Vout_ss_3_delta,0.003712
44,mout_mtq_2_max_15,0.003658
45,mout_mtq_2_mean_15,0.003446
46,Vout_ss_6_max_15,0.002669
47,Vout_ss_3_median_15,0.002460
48,Vout_ss_5_mean_15,0.002374
49,wout_gyro_1_min_15,0.002313
50,Vout_ss_2_delta,0.002059
51,wout_gyro_3_min_15,0.001950
52,Bout_magn_2,0.001847
53,Vout_ss_4_max_15,0.001655
54,Bout_magn_1_max_15,0.001648
