Rank,Feature,Importance
60,mout_mtq_1_max_5,0.006031
61,Bout_magn_2_dev_5,0.006000
62,Bout_magn_1_dev_5,0.005917
63,Vout_ss_4_min_5,0.005908
64,Vout_ss_1,0.005907
65,Vout_ss_6_var_5,0.005871
66,wout_gyro_3,0.005864
67,wout_gyro_2_mean_5,0.005855
68,wout_gyro_2_max_5,0.005783
69,Vout_ss_1_dev_5,0.005780
70,Vout_ss_1_delta,0.005743
71,mout_mtq_2_mean_5,0.005698
72,mout_mtq_3_range_5,0.005635
73,Vout_ss_5,0.005515
74,mout_mtq_2_max_5,0.005448
75,Vout_ss_2_min_5,0.005438
76,wout_gyro_2,0.005395
77,Bout_magn_3_mean_5,0.005387
78,wout_gyro_2_min_5,0.005358
79,Vout_ss_3_range_5,0.005215
80,Vout_ss_6_min_5,0.005211
81,Bout_magn_2_min_5,0.005126
82,Vout_ss_4_mean_5,0.005119
83,Vout_ss_5_delta,0.005083
84,Vout_ss_4_delta,0.005074
85,Vout_ss_1_min_5,0.005058
86,Bout_magn_3_min_5,0.004999
87,wout_gyro_1_mean_5,0.004954
88,Vout_ss_6_max_5,0.004950
89,wout_gyro_2_std_5,0.004940
90,wout_gyro_1_median_5,0.004939
91,Bout_magn_1_min_5,0.004936
92,mout_mtq_2_delta,0.004933
93,Vout_ss_6_median_5,0.004894
94,Bout_magn_3_dev_5,0.004809
95,Vout_ss_2_max_5,0.004795
96,mout_mtq_2_var_5,0.004760
97,wout_gyro_3_range_5,0.004754
98,Vout_ss_3_mean_5,0.004742
99,Vout_ss_1_mean_5,0.004717
100,Bout_magn_1_median_5,0.004693
101,wout_gyro_2_range_5,0.004684
102,mout_mtq_3_min_5,0.004676
103,Vout_ss_2_median_5,0.004622
104,Vout_ss_6_range_5,0.004614
105,Vout_ss_1_max_5,0.004559
106,Vout_ss_2_delta,0.004521
107,Vout_ss_6_mean_5,0.004502
108,wout_gyro_2_var_5,0.004469
109,Bout_magn_2_mean_5,0.004451
110,mout_mtq_1_std_5,0.004426
111,Vout_ss_5_mean_5,0.004419
112,Bout_magn_1_mean_5,0.004311
113,wout_gyro_3_std_5,0.004306
114,Vout_ss_2_mean_5,0.004264
115,Vout_ss_1_median_5,0.004257
116,mout_mtq_3_std_5,0.004211
117,wout_gyro_1_var_5,0.004192
118,Bout_magn_1,0.004181
119,mout_mtq_1_var_5,0.004178
120,Bout_magn_2_median_5,0.004104
121,Bout_magn_2,0.004075
122,wout_gyro_3_var_5,0.004062
123,Bout_magn_2_max_5,0.004056
124,Bout_magn_3,0.004032
125,Vout_ss_5_min_5,0.004005
126,Vout_ss_3_max_5,0.003990
127,Bout_magn_1_max_5,0.003932
128,Bout_magn_3_median_5,0.003851
129,Vout_ss_4_max_5,0.003845
130,Bout_magn_3_max_5,0.003768
131,Vout_ss_4_median_5,0.003693
132,wout_gyro_1_std_5,0.003680
133,mout_mtq_2_std_5,0.003578
134,wout_gyro_1_range_5,0.003558
135,Vout_ss_5_median_5,0.003523
136,Vout_ss_6_delta,0.003476
137,wout_gyro_1_dev_5,0.003401
138,Vout_ss_3_median_5,0.003374
139,wout_gyro_1_accel,0.003351
140,Bout_magn_1_delta,0.003334
141,wout_gyro_2_dev_5,0.003321
142,wout_gyro_3_dev_5,0.003274
143,mout_mtq_3_var_5,0.003271
144,mout_mtq_1_range_5,0.003111
145,Bout_magn_2_delta,0.003042
146,Vout_ss_3_delta,0.002873
147,Bout_magn_2_accel,0.002856
148,Bout_magn_3_delta,0.002839
149,wout_gyro_3_accel,0.002734
150,Vout_ss_4_kurt_5,0.002650
151,Vout_ss_4_accel,0.002648
152,Bout_magn_1_kurt_5,0.002633
153,Vout_ss_5_max_5,0.002616
154,Vout_ss_6_kurt_5,0.002552
155,Vout_ss_2_accel,0.002492
156,wout_gyro_1_delta,0.002457
157,Vout_ss_6_accel,0.002407
158,Bout_magn_3_accel,0.002403
159,Vout_ss_3_kurt_5,0.002261
160,wout_gyro_3_delta,0.002260
161,Bout_magn_1_accel,0.002244
162,wout_gyro_2_accel,0.002200
163,Vout_ss_1_kurt_5,0.002156
164,Vout_ss_5_kurt_5,0.002098
165,Vout_ss_5_accel,0.002064
166,Vout_ss_2_kurt_5,0.001999
167,Vout_ss_3_accel,0.001947
168,wout_gyro_2_delta,0.001884
169,Vout_ss_1_accel,0.001878
170,wout_gyro_1_kurt_5,0.001813
171,Bout_magn_3_kurt_5,0.001779
172,Bout_magn_2_kurt_5,0.001723
173,mout_mtq_1_accel,0.001568
174,Vout_ss_1_skew_5,0.001398
175,wout_gyro_2_kurt_5,0.001394
176,wout_gyro_3_kurt_5,0.001354
177,Vout_ss_4_skew_5,0.001266
178,mout_mtq_2_accel,0.001170
179,mout_mtq_1_kurt_5,0.001155
180,mout_mtq_2_kurt_5,0.001148
181,Vout_ss_2_skew_5,0.001125
182,Vout_ss_3_skew_5,0.001105
183,Vout_ss_6_skew_5,0.001083
184,Bout_magn_1_skew_5,0.000997
185,mout_mtq_3_kurt_5,0.000969
186,Bout_magn_3_skew_5,0.000899
187,Vout_ss_5_skew_5,0.000878
188,Bout_magn_2_skew_5,0.000827
189,wout_gyro_3_skew_5,0.000825
190,mout_mtq_2_skew_5,0.000780
191,wout_gyro_1_skew_5,0.000780
192,wout_gyro_2_skew_5,0.000687
193,mout_mtq_3_skew_5,0.000671
194,mout_mtq_1_skew_5,0.000614
195,mout_mtq_3_accel,0.000548
