Rank,Feature,Importance
1,Bout_magn_1_var_5,0.050490
2,Bout_magn_2_std_5,0.049024
3,Bout_magn_3_var_5,0.034225
4,Vout_ss_3_std_5,0.033481
5,mout_mtq_3_dev_5,0.032887
6,mout_mtq_1_dev_5,0.029847
7,mout_mtq_2_dev_5,0.028471
8,Vout_ss_2_var_5,0.026941
9,Vout_ss_1_std_5,0.026270
10,Vout_ss_4_var_5,0.025518
11,Vout_ss_5_std_5,0.025068
12,Vout_ss_6_std_5,0.024235
13,mout_mtq_1_mean_5,0.021783
14,mout_mtq_3,0.017437
15,Bout_magn_3_std_5,0.017394
16,wout_gyro_2_var_5,0.015804
17,mout_mtq_1_max_5,0.015362
18,mout_mtq_3_mean_5,0.015172
19,mout_mtq_2_mean_5,0.014793
20,mout_mtq_2,0.014308
21,wout_gyro_3_accel,0.012170
22,wout_gyro_1_accel,0.012136
23,Vout_ss_4_std_5,0.011373
24,mout_mtq_1,0.010807
25,Vout_ss_5_var_5,0.010618
26,Vout_ss_1_mean_5,0.010558
27,Vout_ss_1_range_5,0.010400
28,Vout_ss_3_max_5,0.010385
29,wout_gyro_3_range_5,0.010154
30,Vout_ss_4,0.010094
31,Vout_ss_2_std_5,0.009921
32,mout_mtq_2_min_5,0.009402
33,Vout_ss_1_dev_5,0.009157
34,Vout_ss_6_dev_5,0.008838
35,Vout_ss_6_range_5,0.008013
36,Bout_magn_1_min_5,0.007959
37,wout_gyro_2_accel,0.007913
38,wout_gyro_1,0.007907
39,Vout_ss_2_dev_5,0.007648
40,Vout_ss_5_dev_5,0.007581
41,Vout_ss_3_dev_5,0.007532
42,Vout_ss_6_mean_5,0.007499
43,wout_gyro_1_range_5,0.007371
44,Vout_ss_5_mean_5,0.006846
45,Vout_ss_4_dev_5,0.006430
46,wout_gyro_3_min_5,0.006348
47,Bout_magn_2_accel,0.006194
48,Vout_ss_6_min_5,0.006160
49,Vout_ss_2_min_5,0.006143
50,wout_gyro_2_median_5,0.006006
51,Vout_ss_2_max_5,0.005994
52,Bout_magn_3_accel,0.005762
53,wout_gyro_3_max_5,0.005704
54,Vout_ss_1,0.005588
55,wout_gyro_1_mean_5,0.005275
56,mout_mtq_2_max_5,0.004921
57,Vout_ss_4_min_5,0.004699
58,Bout_magn_3_mean_5,0.004577
