Rank,Feature,Importance
55,mout_mtq_3,0.006138
56,wout_gyro_2_std_15,0.005859
57,wout_gyro_1,0.005676
58,Vout_ss_3_skew_15,0.005668
59,Bout_magn_3,0.005539
60,Vout_ss_2_skew_15,0.005356
61,wout_gyro_2_var_15,0.005259
62,Vout_ss_1_dev_15,0.004800
63,Bout_magn_1_accel,0.004758
64,mout_mtq_2,0.004749
65,Vout_ss_2_dev_15,0.004748
66,Vout_ss_6_std_15,0.004747
67,Vout_ss_4_kurt_15,0.004535
68,mout_mtq_1_mean_15,0.004356
69,mout_mtq_1,0.004346
70,Vout_ss_5_dev_15,0.004218
71,Vout_ss_4_dev_15,0.004134
72,wout_gyro_3_dev_15,0.003964
73,Vout_ss_3_dev_15,0.003929
74,Vout_ss_2_max_15,0.003811
75,wout_gyro_3_var_15,0.003731
76,Bout_magn_1_range_15,0.003706
77,Vout_ss_3_max_15,0.003667
78,wout_gyro_2_max_15,0.003667
79,Vout_ss_6,0.003624
80,Bout_magn_1_delta,0.003512
81,Bout_magn_2,0.003487
82,Bout_magn_1_kurt_15,0.003466
83,Vout_ss_6_delta,0.003452
84,Vout_ss_6_range_15,0.003440
85,mout_mtq_2_max_15,0.003389
86,Bout_magn_3_delta,0.003281
87,Bout_magn_3_kurt_15,0.002986
88,mout_mtq_1_range_15,0.002919
89,mout_mtq_3_range_15,0.002893
90,wout_gyro_1_dev_15,0.002795
91,Bout_magn_1_min_15,0.002782
92,wout_gyro_3_kurt_15,0.002750
93,Bout_magn_2_range_15,0.002747
94,Vout_ss_2_delta,0.002730
95,Bout_magn_2_kurt_15,0.002655
96,wout_gyro_1_kurt_15,0.002565
97,Vout_ss_1_mean_15,0.002546
98,mout_mtq_2_delta,0.002471
99,Vout_ss_6_mean_15,0.002449
100,Vout_ss_5_mean_15,0.002380
101,Vout_ss_3_delta,0.002365
102,mout_mtq_2_range_15,0.002318
103,wout_gyro_2_kurt_15,0.002234
104,wout_gyro_3_min_15,0.002218
105,wout_gyro_2_dev_15,0.002194
106,mout_mtq_1_max_15,0.002145
107,Bout_magn_2_min_15,0.002133
108,wout_gyro_3_max_15,0.002132
109,Vout_ss_2_kurt_15,0.002007
110,Bout_magn_3_mean_15,0.001921
111,Vout_ss_5_max_15,0.001916
112,Vout_ss_2_range_15,0.001889
113,Vout_ss_6_max_15,0.001886
114,wout_gyro_1_mean_15,0.001851
115,Vout_ss_4_delta,0.001818
116,Vout_ss_5_delta,0.001788
117,Vout_ss_6_kurt_15,0.001747
118,Vout_ss_1_delta,0.001732
119,Vout_ss_1_kurt_15,0.001682
120,Vout_ss_3_kurt_15,0.001666
121,Bout_magn_3_min_15,0.001662
122,Vout_ss_6_var_15,0.001643
123,wout_gyro_2_mean_15,0.001631
124,wout_gyro_1_min_15,0.001629
125,wout_gyro_2_delta,0.001610
126,Vout_ss_5_kurt_15,0.001502
127,Bout_magn_2_mean_15,0.001501
128,mout_mtq_3_std_15,0.001498
129,Bout_magn_1_max_15,0.001445
130,Vout_ss_2_accel,0.001381
131,Bout_magn_3_max_15,0.001351
132,mout_mtq_3_var_15,0.001335
133,wout_gyro_3_range_15,0.001262
134,mout_mtq_2_mean_15,0.001254
135,Vout_ss_3_var_15,0.001252
136,mout_mtq_2_std_15,0.001237
137,mout_mtq_2_median_15,0.001216
138,wout_gyro_1_range_15,0.001150
139,Bout_magn_3_range_15,0.001143
140,Vout_ss_3_accel,0.001098
141,Vout_ss_6_median_15,0.001089
142,Vout_ss_4_max_15,0.001087
143,mout_mtq_3_max_15,0.001068
144,Bout_magn_2_max_15,0.001021
145,Vout_ss_1_var_15,0.001013
146,Vout_ss_4_accel,0.000994
147,wout_gyro_2_min_15,0.000983
148,mout_mtq_1_std_15,0.000967
149,mout_mtq_3_mean_15,0.000960
150,Vout_ss_1_max_15,0.000923
151,Vout_ss_5_accel,0.000923
152,Bout_magn_1_std_15,0.000912
153,wout_gyro_1_median_15,0.000863
154,wout_gyro_1_max_15,0.000862
155,Bout_magn_2_median_15,0.000861
156,Vout_ss_5_range_15,0.000859
157,wout_gyro_1_delta,0.000824
158,wout_gyro_2_median_15,0.000765
159,Bout_magn_1_mean_15,0.000758
160,mout_mtq_3_kurt_15,0.000705
161,wout_gyro_3_delta,0.000682
162,Vout_ss_4_median_15,0.000647
163,mout_mtq_3_median_15,0.000637
164,Vout_ss_5_median_15,0.000631
165,Vout_ss_4_range_15,0.000622
166,Bout_magn_1_median_15,0.000592
167,Vout_ss_1_accel,0.000569
168,Bout_magn_3_median_15,0.000509
169,Vout_ss_2_mean_15,0.000483
170,Vout_ss_6_accel,0.000442
171,mout_mtq_1_kurt_15,0.000435
172,mout_mtq_2_var_15,0.000395
173,Vout_ss_4_mean_15,0.000393
174,mout_mtq_2_kurt_15,0.000380
175,Vout_ss_2_median_15,0.000373
176,wout_gyro_3_mean_15,0.000338
177,wout_gyro_3_median_15,0.000333
178,Vout_ss_1_median_15,0.000333
179,mout_mtq_1_delta,0.000324
180,Vout_ss_1_range_15,0.000321
181,Vout_ss_4_std_15,0.000319
182,Vout_ss_3_range_15,0.000313
183,Vout_ss_3_mean_15,0.000300
184,mout_mtq_3_delta,0.000274
185,mout_mtq_1_var_15,0.000261
186,mout_mtq_1_median_15,0.000236
187,Vout_ss_2_std_15,0.000207
188,Vout_ss_5_var_15,0.000185
189,mout_mtq_1_skew_15,0.000159
190,mout_mtq_3_skew_15,0.000146
191,mout_mtq_3_accel,0.000105
192,mout_mtq_2_skew_15,0.000074
193,Vout_ss_3_median_15,0.000064
194,mout_mtq_2_accel,0.000060
