Rank,Feature,Importance
1,mout_mtq_1_var_10,0.059872
2,mout_mtq_2_delta,0.056403
3,Bout_magn_2_var_10,0.050611
4,mout_mtq_3_delta,0.050445
5,mout_mtq_2_var_10,0.050429
6,Bout_magn_3_var_10,0.046633
7,Bout_magn_1_var_10,0.043427
8,mout_mtq_3_var_10,0.042238
9,mout_mtq_1_delta,0.031145
10,Vout_ss_5_var_10,0.027912
11,Vout_ss_3_var_10,0.027591
12,Vout_ss_6_var_10,0.024733
13,mout_mtq_2,0.021620
14,Vout_ss_1_var_10,0.019030
15,Vout_ss_4_delta,0.018092
16,Vout_ss_2_var_10,0.017351
17,Vout_ss_6_delta,0.015716
18,Vout_ss_1_delta,0.015410
19,mout_mtq_1,0.013755
20,Vout_ss_5_delta,0.013679
21,Vout_ss_2_delta,0.013263
22,mout_mtq_3,0.012561
23,Vout_ss_5_min_10,0.010954
24,Vout_ss_3_delta,0.010499
25,Vout_ss_4_var_10,0.010163
26,Vout_ss_3_mean_10,0.009535
27,mout_mtq_1_max_10,0.009435
28,wout_gyro_2_var_10,0.009405
29,Vout_ss_6_min_10,0.009249
30,mout_mtq_3_max_10,0.009183
31,Vout_ss_5_mean_10,0.008700
32,Vout_ss_6,0.008638
33,Vout_ss_3,0.008407
34,Vout_ss_5,0.008133
35,Vout_ss_2,0.007699
36,Vout_ss_6_max_10,0.007477
37,Vout_ss_1_min_10,0.007179
38,Vout_ss_5_max_10,0.007147
39,Vout_ss_2_max_10,0.006659
40,Vout_ss_3_max_10,0.006539
41,mout_mtq_2_mean_10,0.006322
42,Vout_ss_6_mean_10,0.006321
43,Vout_ss_1,0.006304
44,wout_gyro_3_var_10,0.006198
45,Vout_ss_4_median_10,0.006106
46,Vout_ss_3_median_10,0.005885
47,Vout_ss_4_min_10,0.005020
48,Vout_ss_3_min_10,0.004918
49,mout_mtq_1_median_10,0.004716
50,mout_mtq_2_max_10,0.004711
51,mout_mtq_3_median_10,0.004648
52,Vout_ss_5_median_10,0.004634
53,Vout_ss_2_mean_10,0.004619
54,mout_mtq_1_mean_10,0.004538
55,wout_gyro_1_var_10,0.004128
56,Vout_ss_6_median_10,0.004010
57,Vout_ss_1_max_10,0.003851
58,mout_mtq_3_mean_10,0.003822
59,Vout_ss_2_min_10,0.003625
60,mout_mtq_1_min_10,0.003166
61,Vout_ss_4_mean_10,0.003095
62,Bout_magn_2_delta,0.003045
63,Vout_ss_4,0.002906
64,Bout_magn_1_delta,0.002643
65,Vout_ss_2_median_10,0.002631
66,Vout_ss_1_mean_10,0.002592
67,Bout_magn_1_max_10,0.002537
68,mout_mtq_3_min_10,0.002530
69,Bout_magn_3_delta,0.002439
70,Vout_ss_4_max_10,0.002426
71,Bout_magn_2_median_10,0.002278
72,Vout_ss_1_median_10,0.002190
73,wout_gyro_3,0.002009
74,wout_gyro_1_max_10,0.001908
75,Bout_magn_2_mean_10,0.001885
76,wout_gyro_1_median_10,0.001885
77,mout_mtq_2_median_10,0.001788
78,Bout_magn_1_min_10,0.001780
79,Bout_magn_1_mean_10,0.001722
80,wout_gyro_1_mean_10,0.001715
81,wout_gyro_2_max_10,0.001698
82,wout_gyro_1_min_10,0.001680
83,Bout_magn_2_min_10,0.001611
84,wout_gyro_3_min_10,0.001557
85,Bout_magn_2,0.001511
86,wout_gyro_2,0.001465
87,Bout_magn_1_median_10,0.001390
88,Bout_magn_3_max_10,0.001368
89,Bout_magn_1,0.001354
90,wout_gyro_3_mean_10,0.001353
91,wout_gyro_1,0.001334
92,wout_gyro_2_min_10,0.001318
93,wout_gyro_3_max_10,0.001246
94,wout_gyro_2_mean_10,0.001196
95,Bout_magn_3_mean_10,0.001172
96,Bout_magn_3_min_10,0.001169
97,wout_gyro_3_median_10,0.001162
98,wout_gyro_2_median_10,0.001130
99,Bout_magn_3,0.001129
100,Bout_magn_3_median_10,0.001108
101,Bout_magn_2_max_10,0.001014
102,mout_mtq_2_min_10,0.000729
103,wout_gyro_3_delta,0.000455
104,wout_gyro_1_delta,0.000210
105,wout_gyro_2_delta,0.000181
