Rank,Feature,Importance
149,Bout_magn_2_dev_20,0.002646
150,Bout_magn_3_range_20,0.002640
151,mout_mtq_3_median_20,0.002631
152,mout_mtq_2_var_20,0.002627
153,mout_mtq_1_mean_20,0.002625
154,Bout_magn_1_range_20,0.002561
155,mout_mtq_1_range_20,0.002556
156,wout_gyro_3_median_20,0.002551
157,Vout_ss_1_mean_20,0.002533
158,Vout_ss_4_range_20,0.002490
159,wout_gyro_2_min_20,0.002489
160,mout_mtq_2,0.002469
161,wout_gyro_1_var_20,0.002454
162,Vout_ss_4_std_20,0.002429
163,Vout_ss_6_median_20,0.002360
164,mout_mtq_2_range_20,0.002340
165,wout_gyro_3_kurt_20,0.002338
166,wout_gyro_3_skew_20,0.002304
167,wout_gyro_3_delta,0.002249
168,wout_gyro_1_kurt_20,0.002248
169,mout_mtq_1_median_20,0.002219
170,Vout_ss_5_range_20,0.002215
171,wout_gyro_2_kurt_20,0.002192
172,Vout_ss_1_kurt_20,0.002190
173,mout_mtq_1_kurt_20,0.002126
174,Vout_ss_2_skew_20,0.001992
175,mout_mtq_3_skew_20,0.001967
176,wout_gyro_3_accel,0.001934
177,Vout_ss_2_kurt_20,0.001896
178,wout_gyro_2_accel,0.001807
179,Vout_ss_2_std_20,0.001772
180,Vout_ss_5_median_20,0.001743
181,mout_mtq_2_kurt_20,0.001621
182,mout_mtq_3_kurt_20,0.001605
183,Vout_ss_3_accel,0.001571
184,mout_mtq_1_skew_20,0.001526
185,mout_mtq_2_accel,0.001510
186,mout_mtq_2_skew_20,0.001391
187,wout_gyro_1_delta,0.001339
188,Vout_ss_5_std_20,0.001227
189,mout_mtq_3_delta,0.001215
190,Vout_ss_3_delta,0.001205
191,Vout_ss_6_std_20,0.000996
192,mout_mtq_2_delta,0.000812
193,mout_mtq_1_delta,0.000715
194,mout_mtq_1_accel,0.000167
195,mout_mtq_3_accel,0.000164
