epoch,auc,bin_acc,learning_rate,loss,val_auc,val_bin_acc,val_loss
0,0.863273561000824,0.9853646159172058,0.0010000000474974513,0.06892231851816177,0.8920221328735352,0.9896566271781921,0.05346684157848358
1,0.8883125185966492,0.9887361526489258,0.0010000000474974513,0.05527326464653015,0.8968390226364136,0.9899903535842896,0.0500667430460453
2,0.8931013345718384,0.989276111125946,0.0010000000474974513,0.052832771092653275,0.8963884711265564,0.9899777770042419,0.04983751103281975
3,0.8967269659042358,0.9895671606063843,0.0010000000474974513,0.051300469785928726,0.8982429504394531,0.9898592233657837,0.05016174912452698
4,0.8999899625778198,0.9897973537445068,0.0010000000474974513,0.05017908662557602,0.8974565863609314,0.9898032546043396,0.050605978816747665
5,0.9020212888717651,0.9899172186851501,0.0010000000474974513,0.04931315407156944,0.8992524743080139,0.9899475574493408,0.04954363405704498
6,0.9048544764518738,0.99012690782547,0.0010000000474974513,0.048500362783670425,0.8996773362159729,0.9898397326469421,0.05005894601345062
7,0.9061339497566223,0.990223228931427,0.0010000000474974513,0.04798005893826485,0.9005166888237,0.9900233745574951,0.04950854182243347
8,0.9076255559921265,0.9903222322463989,0.0010000000474974513,0.04751022160053253,0.9021444916725159,0.990314245223999,0.04779202118515968
9,0.9092605710029602,0.9904065728187561,0.0010000000474974513,0.04700774699449539,0.9000082612037659,0.9896665811538696,0.05074646696448326
10,0.9108197689056396,0.9905157685279846,0.0010000000474974513,0.046577006578445435,0.8974558711051941,0.9892728328704834,0.052094604820013046
11,0.9113358855247498,0.9905518293380737,0.0010000000474974513,0.046222835779190063,0.8994781970977783,0.9896793961524963,0.050433117896318436
12,0.9122477769851685,0.9905946850776672,0.0010000000474974513,0.04605761170387268,0.8998574614524841,0.9899303913116455,0.05006847530603409
13,0.9130671620368958,0.9906648397445679,0.0010000000474974513,0.04569932818412781,0.8983885645866394,0.9894842505455017,0.05117630958557129
14,0.9177690744400024,0.9908677935600281,0.0005000000237487257,0.04449757933616638,0.9059849977493286,0.9906479120254517,0.04672868549823761
15,0.9187930226325989,0.990959644317627,0.0005000000237487257,0.04416562244296074,0.9036093354225159,0.9905111789703369,0.04763544723391533
16,0.919365644454956,0.9910023808479309,0.0005000000237487257,0.043891195207834244,0.9016225337982178,0.9902055859565735,0.049092333763837814
17,0.9195763468742371,0.9909869432449341,0.0005000000237487257,0.04385868087410927,0.9053812623023987,0.9906800389289856,0.04690082371234894
18,0.9205499887466431,0.9910441040992737,0.0005000000237487257,0.04371616244316101,0.9034907817840576,0.9904756546020508,0.047644585371017456
19,0.920656144618988,0.991060197353363,0.0005000000237487257,0.0435941219329834,0.9025765657424927,0.9897466897964478,0.050081849098205566
20,0.9232510924339294,0.9911924600601196,0.0002500000118743628,0.04285796731710434,0.9034211039543152,0.9898844957351685,0.04912776127457619
21,0.9232233166694641,0.9911887645721436,0.0002500000118743628,0.04270246997475624,0.906605064868927,0.9908714890480042,0.04641726613044739
22,0.9234777688980103,0.9912326335906982,0.0002500000118743628,0.042653776705265045,0.9036630392074585,0.9901264905929565,0.04891935735940933
23,0.9240561127662659,0.9911959171295166,0.0002500000118743628,0.042644202709198,0.9055383205413818,0.9906188249588013,0.04726555943489075
24,0.92416912317276,0.9912614226341248,0.0002500000118743628,0.042521074414253235,0.903875470161438,0.9899466633796692,0.04906503111124039
25,0.9247562289237976,0.9912502765655518,0.0002500000118743628,0.0424438938498497,0.9053241610527039,0.9905556440353394,0.04745284095406532
26,0.9249547719955444,0.991245687007904,0.0002500000118743628,0.04244033992290497,0.9065167307853699,0.9907869100570679,0.04685113951563835
27,0.925701379776001,0.9913254976272583,0.0001250000059371814,0.04205862432718277,0.9047232270240784,0.9905434250831604,0.04748032987117767
28,0.9265037178993225,0.9913257360458374,0.0001250000059371814,0.04200170561671257,0.9041106700897217,0.9902268648147583,0.04862840101122856
29,0.9264450073242188,0.9913338422775269,0.0001250000059371814,0.041878748685121536,0.9062280654907227,0.9908401966094971,0.04656749591231346
30,0.9267520904541016,0.9913405776023865,0.0001250000059371814,0.041909415274858475,0.9050970673561096,0.9907758235931396,0.0470389798283577
31,0.9269046783447266,0.9913418889045715,0.0001250000059371814,0.04184459522366524,0.9040234088897705,0.990164577960968,0.048527881503105164
