epoch,auc,bin_acc,learning_rate,loss,val_auc,val_bin_acc,val_loss
0,0.8042000532150269,0.9864993095397949,0.0010000000474974513,0.06744974851608276,0.822316586971283,0.9892899394035339,0.057721029967069626
1,0.8326015472412109,0.9888190627098083,0.0010000000474974513,0.057298094034194946,0.8301894664764404,0.9895655512809753,0.05571828782558441
2,0.8385939002037048,0.9890865087509155,0.0010000000474974513,0.05580132082104683,0.837350606918335,0.9893090128898621,0.05434388294816017
3,0.8427276611328125,0.989254891872406,0.0010000000474974513,0.05483273044228554,0.8386248350143433,0.9894124269485474,0.053428810089826584
4,0.8466590642929077,0.989392876625061,0.0010000000474974513,0.054044708609580994,0.8380545377731323,0.9895534515380859,0.05306222289800644
5,0.8494306206703186,0.9894912838935852,0.0010000000474974513,0.05340452864766121,0.8392914533615112,0.9893168807029724,0.05361321568489075
6,0.8515206575393677,0.9896021485328674,0.0010000000474974513,0.05287819355726242,0.8419860005378723,0.9895645976066589,0.05260160565376282
7,0.8549376130104065,0.9897007942199707,0.0010000000474974513,0.05231556296348572,0.8379891514778137,0.9892753958702087,0.054230593144893646
8,0.8565069437026978,0.9897330403327942,0.0010000000474974513,0.05194683372974396,0.8428713083267212,0.9898557662963867,0.051819946616888046
9,0.8579416275024414,0.9897795915603638,0.0010000000474974513,0.051627177745103836,0.8421546220779419,0.989563524723053,0.05257435142993927
10,0.8607984781265259,0.9898545742034912,0.0010000000474974513,0.05121263861656189,0.8446005582809448,0.9896617531776428,0.052117057144641876
11,0.8629180788993835,0.9898982048034668,0.0010000000474974513,0.05091102793812752,0.83987957239151,0.9884020686149597,0.055840250104665756
12,0.8649784922599792,0.9899395108222961,0.0010000000474974513,0.050534676760435104,0.8433663845062256,0.9893971085548401,0.05329545587301254
13,0.8653954863548279,0.9899684190750122,0.0010000000474974513,0.05038844048976898,0.8438781499862671,0.989685595035553,0.052309975028038025
14,0.8715485334396362,0.9901373982429504,0.0005000000237487257,0.04934293031692505,0.8435541391372681,0.9893832802772522,0.05305758863687515
15,0.873901903629303,0.9902119636535645,0.0005000000237487257,0.048951782286167145,0.8467209339141846,0.9898037314414978,0.0516270212829113
16,0.8757731318473816,0.9902425408363342,0.0005000000237487257,0.04877350851893425,0.8452305197715759,0.9897311925888062,0.05197780951857567
17,0.8768367767333984,0.9902360439300537,0.0005000000237487257,0.048602886497974396,0.8466020226478577,0.9895444512367249,0.05268828198313713
18,0.8774957060813904,0.9902448654174805,0.0005000000237487257,0.048530347645282745,0.8475455045700073,0.9896622896194458,0.053255703300237656
19,0.8783224821090698,0.9902907609939575,0.0005000000237487257,0.04835565760731697,0.8464679718017578,0.9892363548278809,0.053942617028951645
20,0.8792673945426941,0.9902804493904114,0.0005000000237487257,0.04821281135082245,0.8458497524261475,0.9888544678688049,0.05442211776971817
21,0.8821668028831482,0.9903675317764282,0.0002500000118743628,0.04764873534440994,0.8467274904251099,0.9893490076065063,0.0536244735121727
22,0.8826988935470581,0.9904318451881409,0.0002500000118743628,0.04748695716261864,0.8481389880180359,0.9897446036338806,0.05242204666137695
23,0.8843134641647339,0.9904257655143738,0.0002500000118743628,0.04736240580677986,0.846653163433075,0.9897202253341675,0.05261927470564842
24,0.8850001692771912,0.9904204607009888,0.0002500000118743628,0.047288957983255386,0.8491691946983337,0.9899444580078125,0.05189351364970207
25,0.8850727081298828,0.9904507994651794,0.0002500000118743628,0.04717933014035225,0.8507460355758667,0.9898455142974854,0.05274709686636925
